/* DATA DESCRIPTION:
Citation:	Barnet, James S K; Littler, Kate; Westerhold, Thomas; Kroon, Dick; Leng, Melanie J; Bailey, Ian; Röhl, Ursula; Zachos, James C (2019): Late Maastrichtian-early Eocene bulk sediment stable carbon and oxygen isotope records from ODP Site 208-1262, South Atlantic [dataset]. PANGAEA, https://doi.org/10.1594/PANGAEA.903507, 
	In supplement to: Barnet, JSK et al. (2019): A High-Fidelity Benthic Stable Isotope Record of Late Cretaceous–Early Eocene Climate Change and Carbon-Cycling. Paleoceanography and Paleoclimatology, 34(4), 672-691, https://doi.org/10.1029/2019PA003556
Related to:	Kroon, Dick; Zachos, James C; ODP Leg 208 Shipboard Scientific Party (2007): Leg 208 synthesis: Cenozoic climate cycles and excursions. In: Kroon, D.; Zachos, J.C.; Richter, C. (eds.), Proceedings of the Ocean Drilling Program, 208 Scientific Results, Proceedings of the Ocean Drilling Program, 208, Ocean Drilling Program, 208, 1-55, https://doi.org/10.2973/odp.proc.sr.208.201.2007
	Littler, Kate; Röhl, Ursula; Westerhold, Thomas; Zachos, James C (2014): A high-resolution benthic stable-isotope record for the South Atlantic: Implications for orbital-scale changes in Late Paleocene–Early Eocene climate and carbon cycling. Earth and Planetary Science Letters, 401, 18-30, https://doi.org/10.1016/j.epsl.2014.05.054
	Lourens, Lucas Joost; Sluijs, Appy; Kroon, Dick; Zachos, James C; Thomas, Ellen; Röhl, Ursula; Raffi, Isabella (2005): Astronomical pacing of late Palaeocene to early Eocene global warming events. Nature, 435(23), 1083-1087, https://doi.org/10.1038/nature03814
	Zachos, James C; McCarren, Heather K; Murphy, Brandon; Röhl, Ursula; Westerhold, Thomas (2010): Tempo and scale of late Paleocene and early Eocene carbon isotope cycles: Implications for the origin of hyperthermals. Earth and Planetary Science Letters, 299(1-2), 242-249, https://doi.org/10.1016/j.epsl.2010.09.004
Project(s):	Ocean Drilling Program (ODP) (URI: https://www-odp.tamu.edu:443/)
Coverage:	LATITUDE: -27.185833 * LONGITUDE: 1.577000
	DATE/TIME START: 2003-03-24T00:00:00 * DATE/TIME END: 2003-03-29T00:00:00
	MINIMUM DEPTH, sediment/rock: 107.49 m * MAXIMUM DEPTH, sediment/rock: 236.07 m
Event(s):	208-1262 * LATITUDE: -27.185833 * LONGITUDE: 1.577000 * DATE/TIME START: 2003-03-24T00:00:00 * DATE/TIME END: 2003-03-29T00:00:00 * ELEVATION: -4755.4 m * Penetration: 583.9 m * Recovery: 502.5 m * LOCATION: Walvis Ridge, Southeast Atlantic Ocean * CAMPAIGN: Leg208 (URI: https://doi.org/10.2973/odp.proc.ir.208.2004) * BASIS: Joides Resolution (URI: https://www-odp.tamu.edu:443/resolutn.html) * METHOD/DEVICE: Composite Core (COMPCORE) * COMMENT: 54 cores; 493.9 m cored; 90 m drilled; 101.7 % recovery
Parameter(s):	DEPTH, sediment/rock [m] (Depth sed) * GEOCODE * PI: Barnet, James S K (https://orcid.org/0000-0003-3885-5664, jsb24@st-andrews.ac.uk) * COMMENT: mcd
	δ13C, bulk carbonate [‰ PDB] (δ13C bulk carb) * PI: Barnet, James S K (https://orcid.org/0000-0003-3885-5664, jsb24@st-andrews.ac.uk)
	δ18O, bulk carbonate [‰ PDB] (δ18O bulk carb) * PI: Barnet, James S K (https://orcid.org/0000-0003-3885-5664, jsb24@st-andrews.ac.uk)
	AGE [ka BP] (Age) * GEOCODE * PI: Barnet, James S K (https://orcid.org/0000-0003-3885-5664, jsb24@st-andrews.ac.uk)
	Reference/source (Reference) * PI: Barnet, James S K (https://orcid.org/0000-0003-3885-5664, jsb24@st-andrews.ac.uk)
License:	Creative Commons Attribution 4.0 International (CC-BY-4.0) (URI: https://creativecommons.org/licenses/by/4.0/)
Size:	13088 data points
*/
Depth sed [m]	δ13C bulk carb [‰ PDB]	δ18O bulk carb [‰ PDB]	Age [ka BP]	Reference
145.55	2.997	-0.372	56445	Zachos et al. (2010)
145.58	3.024	-0.322	56447	Zachos et al. (2010)
145.61	2.990	-0.323	56449	Zachos et al. (2010)
145.64	2.910	-0.377	56451	Zachos et al. (2010)
145.67	2.920	-0.444	56454	Zachos et al. (2010)
145.70	2.875	-0.411	56456	Zachos et al. (2010)
145.73	2.875	-0.534	56458	Zachos et al. (2010)
145.76	2.828	-0.404	56460	Zachos et al. (2010)
145.79	2.822	-0.514	56462	Zachos et al. (2010)
145.82	2.807	-0.496	56465	Zachos et al. (2010)
145.85	2.840	-0.484	56467	Zachos et al. (2010)
145.88	2.854	-0.445	56469	Zachos et al. (2010)
145.91	2.837	-0.373	56471	Zachos et al. (2010)
145.94	2.846	-0.439	56473	Zachos et al. (2010)
145.97	2.841	-0.469	56476	Zachos et al. (2010)
146.00	2.802	-0.558	56478	Zachos et al. (2010)
146.03	2.796	-0.623	56482	Zachos et al. (2010)
146.06	2.795	-0.690	56485	Zachos et al. (2010)
146.12	3.038	-0.522	56493	Zachos et al. (2010)
146.15	3.049	-0.481	56496	Zachos et al. (2010)
146.18	3.156	-0.428	56500	Zachos et al. (2010)
146.21	3.164	-0.417	56503	Zachos et al. (2010)
146.24	3.169	-0.473	56507	Zachos et al. (2010)
146.27	3.172	-0.418	56510	Zachos et al. (2010)
146.30	3.119	-0.420	56514	Zachos et al. (2010)
146.33	3.126	-0.446	56518	Zachos et al. (2010)
146.36	3.146	-0.416	56521	Zachos et al. (2010)
146.39	3.140	-0.426	56525	Zachos et al. (2010)
146.42	3.191	-0.430	56528	Zachos et al. (2010)
146.45	3.181	-0.452	56532	Zachos et al. (2010)
146.48	3.170	-0.353	56536	Zachos et al. (2010)
146.51	3.148	-0.416	56539	Zachos et al. (2010)
146.54	3.144	-0.451	56543	Zachos et al. (2010)
146.57	3.162	-0.354	56546	Zachos et al. (2010)
146.60	3.187	-0.357	56550	Zachos et al. (2010)
146.63	3.156	-0.409	56553	Zachos et al. (2010)
146.66	3.167	-0.400	56557	Zachos et al. (2010)
146.69	3.147	-0.475	56561	Zachos et al. (2010)
146.72	3.179	-0.337	56564	Zachos et al. (2010)
146.75	3.136	-0.492	56568	Zachos et al. (2010)
146.78	3.135	-0.425	56571	Zachos et al. (2010)
146.81	3.225	-0.347	56575	Zachos et al. (2010)
146.84	3.174	-0.391	56579	Zachos et al. (2010)
146.87	3.109	-0.428	56582	Zachos et al. (2010)
146.90	3.073	-0.469	56584	Zachos et al. (2010)
146.93	3.030	-0.453	56586	Zachos et al. (2010)
146.96	3.106	-0.383	56588	Zachos et al. (2010)
146.99	3.142	-0.395	56590	Zachos et al. (2010)
147.02	3.164	-0.389	56592	Zachos et al. (2010)
147.08	3.165	-0.476	56596	Zachos et al. (2010)
147.11	3.239	-0.442	56598	Zachos et al. (2010)
147.14	3.217	-0.421	56600	Zachos et al. (2010)
147.17	3.213	-0.459	56602	Zachos et al. (2010)
147.20	3.205	-0.428	56604	Zachos et al. (2010)
147.26	3.225	-0.412	56608	Zachos et al. (2010)
147.29	3.251	-0.411	56611	Zachos et al. (2010)
147.32	3.255	-0.437	56613	Zachos et al. (2010)
147.35	3.305	-0.360	56615	Zachos et al. (2010)
147.38	3.313	-0.430	56617	Zachos et al. (2010)
147.41	3.292	-0.345	56619	Zachos et al. (2010)
147.44	3.295	-0.315	56621	Zachos et al. (2010)
147.47	3.243	-0.289	56623	Zachos et al. (2010)
147.50	3.216	-0.242	56625	Zachos et al. (2010)
147.53	3.243	-0.268	56627	Zachos et al. (2010)
147.56	3.193	-0.570	56629	Zachos et al. (2010)
147.59	3.278	-0.395	56631	Zachos et al. (2010)
147.62	3.237	-0.398	56633	Zachos et al. (2010)
147.65	3.267	-0.334	56635	Zachos et al. (2010)
147.68	3.271	-0.351	56637	Zachos et al. (2010)
147.71	3.242	-0.402	56639	Zachos et al. (2010)
147.74	3.280	-0.404	56641	Zachos et al. (2010)
147.77	3.266	-0.341	56643	Zachos et al. (2010)
147.80	3.238	-0.318	56645	Zachos et al. (2010)
147.83	3.273	-0.410	56647	Zachos et al. (2010)
147.89	3.234	-0.429	56651	Zachos et al. (2010)
147.92	3.263	-0.410	56653	Zachos et al. (2010)
147.95	3.228	-0.282	56655	Zachos et al. (2010)
147.98	3.240	-0.302	56657	Zachos et al. (2010)
148.01	3.274	-0.250	56659	Zachos et al. (2010)
148.04	3.300	-0.275	56661	Zachos et al. (2010)
148.07	3.297	-0.297	56663	Zachos et al. (2010)
148.10	3.303	-0.313	56665	Zachos et al. (2010)
148.13	3.315	-0.353	56668	Zachos et al. (2010)
148.16	3.295	-0.338	56670	Zachos et al. (2010)
148.19	3.287	-0.371	56672	Zachos et al. (2010)
148.22	3.298	-0.406	56674	Zachos et al. (2010)
148.25	3.261	-0.343	56676	Zachos et al. (2010)
148.28	3.283	-0.329	56678	Zachos et al. (2010)
148.31	3.290	-0.365	56680	Zachos et al. (2010)
148.34	3.326	-0.385	56682	Zachos et al. (2010)
148.37	3.240	-0.418	56684	Zachos et al. (2010)
148.40	3.248	-0.533	56686	Zachos et al. (2010)
148.43	3.236	-0.537	56688	Zachos et al. (2010)
148.46	3.248	-0.575	56690	Zachos et al. (2010)
148.49	3.248	-0.345	56692	Zachos et al. (2010)
148.52	3.269	-0.514	56694	Zachos et al. (2010)
148.55	3.306	-0.540	56696	Zachos et al. (2010)
148.58	3.299	-0.501	56698	Zachos et al. (2010)
148.61	3.306	-0.462	56700	Zachos et al. (2010)
148.64	3.278	-0.457	56702	Zachos et al. (2010)
148.67	3.263	-0.524	56704	Zachos et al. (2010)
148.70	3.257	-0.471	56706	Zachos et al. (2010)
148.73	3.266	-0.525	56708	Zachos et al. (2010)
148.76	3.343	-0.318	56710	Zachos et al. (2010)
148.79	3.337	-0.351	56712	Zachos et al. (2010)
148.82	3.323	-0.344	56714	Zachos et al. (2010)
148.85	3.326	-0.262	56716	Zachos et al. (2010)
148.88	3.255	-0.379	56718	Zachos et al. (2010)
148.91	3.261	-0.380	56720	Zachos et al. (2010)
148.94	3.230	-0.302	56722	Zachos et al. (2010)
148.97	3.234	-0.288	56725	Zachos et al. (2010)
149.00	3.206	-0.431	56727	Zachos et al. (2010)
149.03	3.178	-0.489	56729	Zachos et al. (2010)
149.06	3.167	-0.484	56731	Zachos et al. (2010)
149.09	3.023	-0.694	56733	Zachos et al. (2010)
149.12	3.135	-0.497	56735	Zachos et al. (2010)
149.15	3.140	-0.562	56737	Zachos et al. (2010)
149.18	3.223	-0.459	56739	Zachos et al. (2010)
149.21	3.236	-0.384	56741	Zachos et al. (2010)
149.24	3.211	-0.456	56743	Zachos et al. (2010)
149.27	3.292	-0.311	56745	Zachos et al. (2010)
149.30	3.131	-0.500	56747	Zachos et al. (2010)
149.33	3.095	-0.547	56749	Zachos et al. (2010)
149.36	3.083	-0.506	56751	Zachos et al. (2010)
149.39	3.089	-0.583	56753	Zachos et al. (2010)
149.42	3.132	-0.478	56755	Zachos et al. (2010)
149.45	3.102	-0.589	56758	Zachos et al. (2010)
149.48	3.152	-0.441	56761	Zachos et al. (2010)
149.51	3.181	-0.423	56764	Zachos et al. (2010)
149.54	3.125	-0.603	56766	Zachos et al. (2010)
149.57	3.190	-0.462	56769	Zachos et al. (2010)
149.60	3.150	-0.479	56772	Zachos et al. (2010)
149.63	3.264	-0.455	56774	Zachos et al. (2010)
149.66	3.257	-0.407	56777	Zachos et al. (2010)
149.69	3.282	-0.504	56780	Zachos et al. (2010)
149.72	3.288	-0.499	56782	Zachos et al. (2010)
149.75	3.269	-0.463	56785	Zachos et al. (2010)
149.78	3.201	-0.517	56788	Zachos et al. (2010)
149.81	3.152	-0.515	56790	Zachos et al. (2010)
149.84	3.156	-0.429	56793	Zachos et al. (2010)
149.87	3.153	-0.581	56796	Zachos et al. (2010)
149.90	3.186	-0.504	56799	Zachos et al. (2010)
149.93	3.177	-0.433	56801	Zachos et al. (2010)
149.96	3.192	-0.514	56804	Zachos et al. (2010)
149.99	3.181	-0.520	56807	Zachos et al. (2010)
150.02	3.190	-0.503	56809	Zachos et al. (2010)
150.05	3.118	-0.560	56812	Zachos et al. (2010)
150.08	3.058	-0.606	56815	Zachos et al. (2010)
150.11	3.095	-0.441	56817	Zachos et al. (2010)
150.23	3.094	-0.425	56828	Zachos et al. (2010)
150.26	3.117	-0.355	56831	Zachos et al. (2010)
150.29	3.051	-0.420	56834	Zachos et al. (2010)
150.32	2.945	-0.464	56836	Zachos et al. (2010)
150.35	2.876	-0.541	56839	Zachos et al. (2010)
150.38	2.943	-0.514	56842	Zachos et al. (2010)
150.41	2.920	-0.546	56844	Zachos et al. (2010)
150.44	2.926	-0.548	56847	Zachos et al. (2010)
150.47	2.990	-0.522	56850	Zachos et al. (2010)
150.50	3.012	-0.437	56852	Zachos et al. (2010)
150.53	2.995	-0.528	56855	Zachos et al. (2010)
150.56	2.883	-0.504	56857	Zachos et al. (2010)
150.59	2.878	-0.566	56859	Zachos et al. (2010)
150.62	2.811	-0.560	56861	Zachos et al. (2010)
150.65	3.036	-0.582	56864	Zachos et al. (2010)
150.68	3.184	-0.516	56866	Zachos et al. (2010)
150.71	3.181	-0.499	56868	Zachos et al. (2010)
150.74	3.217	-0.511	56871	Zachos et al. (2010)
150.77	3.112	-0.510	56873	Zachos et al. (2010)
150.80	3.093	-0.582	56875	Zachos et al. (2010)
150.83	3.131	-0.559	56877	Zachos et al. (2010)
150.86	3.111	-0.612	56880	Zachos et al. (2010)
150.89	3.190	-0.489	56882	Zachos et al. (2010)
150.92	3.173	-0.551	56884	Zachos et al. (2010)
150.95	3.264	-0.454	56887	Zachos et al. (2010)
150.98	3.319	-0.387	56889	Zachos et al. (2010)
151.01	3.319	-0.416	56891	Zachos et al. (2010)
151.04	3.277	-0.410	56894	Zachos et al. (2010)
151.07	3.274	-0.493	56896	Zachos et al. (2010)
151.10	3.276	-0.460	56898	Zachos et al. (2010)
151.13	3.214	-0.556	56901	Zachos et al. (2010)
151.16	3.206	-0.565	56903	Zachos et al. (2010)
151.20	3.255	-0.546	56906	Zachos et al. (2010)
151.23	3.204	-0.576	56908	Zachos et al. (2010)
151.25	3.270	-0.516	56910	Zachos et al. (2010)
151.28	3.260	-0.502	56912	Zachos et al. (2010)
151.31	3.252	-0.446	56914	Zachos et al. (2010)
151.34	3.233	-0.527	56917	Zachos et al. (2010)
151.37	3.245	-0.492	56919	Zachos et al. (2010)
151.43	3.286	-0.398	56924	Zachos et al. (2010)
151.46	3.151	-0.492	56926	Zachos et al. (2010)
151.52	3.114	-0.533	56931	Zachos et al. (2010)
151.55	3.176	-0.501	56933	Zachos et al. (2010)
151.58	3.245	-0.398	56935	Zachos et al. (2010)
151.61	3.212	-0.387	56938	Zachos et al. (2010)
151.64	3.141	-0.551	56940	Zachos et al. (2010)
151.67	3.161	-0.591	56942	Zachos et al. (2010)
151.70	3.098	-0.560	56944	Zachos et al. (2010)
151.73	3.080	-0.590	56947	Zachos et al. (2010)
151.79	2.969	-0.781	56951	Zachos et al. (2010)
151.82	3.073	-0.651	56954	Zachos et al. (2010)
151.85	3.084	-0.737	56956	Zachos et al. (2010)
151.88	3.051	-0.741	56958	Zachos et al. (2010)
151.91	3.155	-0.589	56962	Zachos et al. (2010)
151.94	3.181	-0.665	56964	Zachos et al. (2010)
151.97	3.148	-0.779	56967	Zachos et al. (2010)
152.00	3.039	-0.853	56969	Zachos et al. (2010)
152.03	3.179	-0.763	56972	Zachos et al. (2010)
152.06	3.261	-0.535	56974	Zachos et al. (2010)
152.09	3.360	-0.687	56977	Zachos et al. (2010)
152.12	3.450	-0.568	56979	Zachos et al. (2010)
152.15	3.431	-0.505	56982	Zachos et al. (2010)
152.18	3.420	-0.561	56984	Zachos et al. (2010)
152.21	3.451	-0.514	56987	Zachos et al. (2010)
152.24	3.443	-0.562	56989	Zachos et al. (2010)
152.27	3.424	-0.572	56992	Zachos et al. (2010)
152.30	3.530	-0.434	56994	Zachos et al. (2010)
152.33	3.513	-0.346	56997	Zachos et al. (2010)
152.36	3.427	-0.554	56999	Zachos et al. (2010)
152.39	3.539	-0.423	57002	Zachos et al. (2010)
152.42	3.436	-0.550	57004	Zachos et al. (2010)
152.45	3.529	-0.358	57007	Zachos et al. (2010)
152.48	3.562	-0.487	57009	Zachos et al. (2010)
152.51	3.509	-0.478	57012	Zachos et al. (2010)
152.54	3.527	-0.332	57014	Zachos et al. (2010)
152.57	3.481	-0.446	57017	Zachos et al. (2010)
152.60	3.518	-0.476	57019	Zachos et al. (2010)
152.63	3.419	-0.485	57022	Zachos et al. (2010)
152.66	3.459	-0.308	57024	Zachos et al. (2010)
152.69	3.563	-0.251	57027	Zachos et al. (2010)
152.72	3.594	-0.251	57029	Zachos et al. (2010)
152.75	3.558	-0.342	57032	Zachos et al. (2010)
152.78	3.669	-0.082	57034	Zachos et al. (2010)
152.81	3.640	-0.225	57037	Zachos et al. (2010)
152.84	3.607	-0.292	57039	Zachos et al. (2010)
152.87	3.596	-0.288	57042	Zachos et al. (2010)
152.90	3.599	-0.299	57044	Zachos et al. (2010)
152.93	3.616	-0.334	57047	Zachos et al. (2010)
152.96	3.664	-0.300	57049	Zachos et al. (2010)
152.99	3.648	-0.338	57052	Zachos et al. (2010)
153.02	3.690	-0.289	57054	Zachos et al. (2010)
153.05	3.675	-0.346	57057	Zachos et al. (2010)
153.08	3.701	-0.238	57059	Zachos et al. (2010)
153.11	3.641	-0.446	57062	Zachos et al. (2010)
153.14	3.634	-0.400	57064	Zachos et al. (2010)
153.17	3.639	-0.504	57067	Zachos et al. (2010)
153.20	3.672	-0.310	57069	Zachos et al. (2010)
153.23	3.660	-0.314	57072	Zachos et al. (2010)
153.26	3.712	-0.240	57074	Zachos et al. (2010)
153.29	3.689	-0.153	57077	Zachos et al. (2010)
153.32	3.703	-0.224	57079	Zachos et al. (2010)
153.35	3.690	-0.241	57081	Zachos et al. (2010)
153.38	3.708	-0.286	57084	Zachos et al. (2010)
153.41	3.660	-0.262	57086	Zachos et al. (2010)
153.44	3.662	-0.288	57089	Zachos et al. (2010)
153.47	3.582	-0.352	57091	Zachos et al. (2010)
153.50	3.662	-0.259	57094	Zachos et al. (2010)
153.53	3.575	-0.345	57096	Zachos et al. (2010)
153.56	3.558	-0.371	57099	Zachos et al. (2010)
153.59	3.558	-0.367	57101	Zachos et al. (2010)
153.62	3.463	-0.408	57104	Zachos et al. (2010)
153.65	3.500	-0.311	57106	Zachos et al. (2010)
153.68	3.507	-0.385	57109	Zachos et al. (2010)
153.71	3.484	-0.510	57111	Zachos et al. (2010)
153.74	3.468	-0.455	57114	Zachos et al. (2010)
153.77	3.425	-0.493	57116	Zachos et al. (2010)
153.80	3.478	-0.358	57119	Zachos et al. (2010)
153.83	3.504	-0.338	57121	Zachos et al. (2010)
153.86	3.570	-0.320	57124	Zachos et al. (2010)
153.89	3.558	-0.391	57126	Zachos et al. (2010)
153.92	3.539	-0.415	57129	Zachos et al. (2010)
153.95	3.502	-0.409	57131	Zachos et al. (2010)
153.98	3.424	-0.568	57134	Zachos et al. (2010)
154.01	3.375	-0.585	57136	Zachos et al. (2010)
154.04	3.397	-0.557	57138	Zachos et al. (2010)
154.07	3.407	-0.572	57140	Zachos et al. (2010)
154.10	3.432	-0.543	57142	Zachos et al. (2010)
154.13	3.485	-0.548	57144	Zachos et al. (2010)
154.16	3.469	-0.506	57146	Zachos et al. (2010)
154.19	3.408	-0.558	57148	Zachos et al. (2010)
154.22	3.409	-0.595	57150	Zachos et al. (2010)
154.25	3.361	-0.639	57152	Zachos et al. (2010)
154.28	3.351	-0.610	57154	Zachos et al. (2010)
154.31	3.379	-0.647	57155	Zachos et al. (2010)
154.34	3.432	-0.636	57157	Zachos et al. (2010)
154.37	3.525	-0.515	57159	Zachos et al. (2010)
154.40	3.522	-0.512	57161	Zachos et al. (2010)
154.43	3.534	-0.475	57163	Zachos et al. (2010)
154.46	3.558	-0.502	57165	Zachos et al. (2010)
154.49	3.517	-0.512	57167	Zachos et al. (2010)
154.52	3.504	-0.632	57169	Zachos et al. (2010)
154.55	3.501	-0.641	57171	Zachos et al. (2010)
154.58	3.483	-0.646	57172	Zachos et al. (2010)
154.61	3.481	-0.693	57174	Zachos et al. (2010)
154.64	3.491	-0.656	57176	Zachos et al. (2010)
154.67	3.504	-0.561	57178	Zachos et al. (2010)
154.70	3.525	-0.511	57180	Zachos et al. (2010)
154.73	3.562	-0.568	57182	Zachos et al. (2010)
154.76	3.532	-0.529	57184	Zachos et al. (2010)
154.79	3.583	-0.510	57186	Zachos et al. (2010)
154.82	3.547	-0.509	57188	Zachos et al. (2010)
154.85	3.520	-0.544	57190	Zachos et al. (2010)
154.88	3.519	-0.533	57191	Zachos et al. (2010)
154.91	3.481	-0.519	57193	Zachos et al. (2010)
154.94	3.412	-0.597	57195	Zachos et al. (2010)
154.97	3.445	-0.456	57197	Zachos et al. (2010)
155.00	3.384	-0.423	57199	Zachos et al. (2010)
155.03	3.388	-0.463	57201	Zachos et al. (2010)
155.06	3.399	-0.453	57203	Zachos et al. (2010)
155.09	3.423	-0.411	57205	Zachos et al. (2010)
155.12	3.393	-0.407	57207	Zachos et al. (2010)
155.15	3.412	-0.412	57209	Zachos et al. (2010)
155.18	3.375	-0.411	57210	Zachos et al. (2010)
155.21	3.322	-0.476	57212	Zachos et al. (2010)
155.24	3.205	-0.599	57214	Zachos et al. (2010)
155.27	3.229	-0.581	57216	Zachos et al. (2010)
155.30	3.034	-0.707	57218	Zachos et al. (2010)
155.33	3.033	-0.689	57220	Zachos et al. (2010)
155.34	3.211	-0.463	57221	Zachos et al. (2010)
155.36	3.133	-0.651	57222	Zachos et al. (2010)
155.37	3.120	-0.538	57222	Zachos et al. (2010)
155.39	3.136	-0.443	57224	Zachos et al. (2010)
155.40	3.125	-0.594	57224	Zachos et al. (2010)
155.42	3.160	-0.667	57226	Zachos et al. (2010)
155.43	3.240	-0.443	57226	Zachos et al. (2010)
155.45	3.181	-0.581	57228	Zachos et al. (2010)
155.46	3.215	-0.377	57228	Zachos et al. (2010)
155.48	3.182	-0.633	57229	Zachos et al. (2010)
155.49	3.205	-0.434	57230	Zachos et al. (2010)
155.51	3.069	-0.491	57231	Zachos et al. (2010)
155.51	3.251	-0.368	57231	Zachos et al. (2010)
155.54	3.225	-0.430	57233	Zachos et al. (2010)
155.57	3.061	-0.534	57235	Zachos et al. (2010)
155.60	3.188	-0.472	57237	Zachos et al. (2010)
155.63	3.130	-0.575	57239	Zachos et al. (2010)
155.66	3.122	-0.518	57241	Zachos et al. (2010)
155.70	3.175	-0.467	57244	Zachos et al. (2010)
155.73	3.315	-0.415	57247	Zachos et al. (2010)
155.76	3.389	-0.384	57249	Zachos et al. (2010)
155.79	3.389	-0.286	57251	Zachos et al. (2010)
155.82	3.247	-0.384	57253	Zachos et al. (2010)
155.85	3.238	-0.390	57256	Zachos et al. (2010)
155.88	3.223	-0.401	57258	Zachos et al. (2010)
155.90	3.252	-0.368	57260	Zachos et al. (2010)
155.93	3.282	-0.451	57262	Zachos et al. (2010)
155.96	3.414	-0.380	57264	Zachos et al. (2010)
155.99	3.224	-0.483	57266	Zachos et al. (2010)
156.02	3.271	-0.461	57269	Zachos et al. (2010)
156.05	3.542	-0.341	57271	Zachos et al. (2010)
156.09	3.487	-0.537	57274	Zachos et al. (2010)
156.12	3.593	-0.320	57276	Zachos et al. (2010)
156.15	3.576	-0.437	57279	Zachos et al. (2010)
156.18	3.573	-0.315	57281	Zachos et al. (2010)
156.21	3.621	-0.306	57283	Zachos et al. (2010)
156.24	3.597	-0.297	57285	Zachos et al. (2010)
156.26	3.429	-0.353	57287	Zachos et al. (2010)
156.29	3.470	-0.376	57289	Zachos et al. (2010)
156.32	3.500	-0.344	57291	Zachos et al. (2010)
156.35	3.248	-0.748	57294	Zachos et al. (2010)
156.38	3.523	-0.192	57296	Zachos et al. (2010)
156.41	3.522	-0.200	57298	Zachos et al. (2010)
156.45	3.557	-0.147	57301	Zachos et al. (2010)
156.48	3.456	-0.287	57304	Zachos et al. (2010)
156.51	3.507	-0.230	57306	Zachos et al. (2010)
156.54	3.465	-0.264	57308	Zachos et al. (2010)
156.57	3.443	-0.365	57310	Zachos et al. (2010)
156.60	3.437	-0.336	57313	Zachos et al. (2010)
156.62	3.356	-0.538	57314	Zachos et al. (2010)
156.65	3.442	-0.346	57317	Zachos et al. (2010)
156.68	3.372	-0.407	57319	Zachos et al. (2010)
156.71	3.427	-0.264	57321	Zachos et al. (2010)
156.74	3.402	-0.357	57323	Zachos et al. (2010)
156.77	3.396	-0.402	57326	Zachos et al. (2010)
156.84	3.322	-0.470	57331	Zachos et al. (2010)
156.87	3.282	-0.502	57333	Zachos et al. (2010)
156.90	3.369	-0.309	57336	Zachos et al. (2010)
156.93	3.303	-0.412	57338	Zachos et al. (2010)
156.96	3.304	-0.344	57340	Zachos et al. (2010)
156.99	3.367	-0.355	57342	Zachos et al. (2010)
157.01	3.381	-0.288	57344	Zachos et al. (2010)
157.04	3.373	-0.387	57346	Zachos et al. (2010)
157.07	3.337	-0.412	57348	Zachos et al. (2010)
157.10	3.358	-0.252	57351	Zachos et al. (2010)
157.13	3.383	-0.510	57354	Zachos et al. (2010)
157.16	3.413	-0.498	57358	Zachos et al. (2010)
157.20	3.550	-0.310	57362	Zachos et al. (2010)
157.23	3.544	-0.365	57365	Zachos et al. (2010)
157.26	3.513	-0.458	57368	Zachos et al. (2010)
157.29	3.573	-0.392	57372	Zachos et al. (2010)
157.32	3.666	-0.291	57375	Zachos et al. (2010)
157.35	3.586	-0.251	57378	Zachos et al. (2010)
157.38	3.521	-0.368	57381	Zachos et al. (2010)
157.43	3.759	-0.210	57391	Zachos et al. (2010)
157.46	3.728	-0.230	57394	Zachos et al. (2010)
157.49	3.707	-0.229	57398	Zachos et al. (2010)
157.71	3.738	-0.115	57422	Zachos et al. (2010)
157.74	3.753	-0.223	57425	Zachos et al. (2010)
157.76	3.739	-0.225	57427	Zachos et al. (2010)
157.79	3.766	-0.209	57430	Zachos et al. (2010)
157.82	3.773	-0.151	57433	Zachos et al. (2010)
157.85	3.782	-0.126	57437	Zachos et al. (2010)
157.88	3.704	-0.262	57440	Zachos et al. (2010)
157.91	3.809	-0.124	57443	Zachos et al. (2010)
157.95	3.735	-0.227	57448	Zachos et al. (2010)
157.98	3.733	-0.132	57451	Zachos et al. (2010)
158.01	3.741	-0.139	57454	Zachos et al. (2010)
158.04	3.710	-0.147	57457	Zachos et al. (2010)
158.07	3.722	-0.260	57461	Zachos et al. (2010)
158.10	3.714	-0.208	57464	Zachos et al. (2010)
158.12	3.735	-0.148	57466	Zachos et al. (2010)
158.15	3.729	-0.152	57469	Zachos et al. (2010)
158.18	3.736	-0.028	57472	Zachos et al. (2010)
158.21	3.691	-0.252	57476	Zachos et al. (2010)
158.24	3.656	-0.171	57479	Zachos et al. (2010)
158.27	3.692	-0.117	57482	Zachos et al. (2010)
158.30	3.633	-0.141	57485	Zachos et al. (2010)
158.34	3.672	-0.159	57490	Zachos et al. (2010)
158.37	3.199	-0.221	57493	Zachos et al. (2010)
158.40	3.670	-0.201	57496	Zachos et al. (2010)
158.43	3.618	-0.173	57500	Zachos et al. (2010)
158.46	3.571	-0.145	57503	Zachos et al. (2010)
158.49	3.547	-0.286	57506	Zachos et al. (2010)
158.51	3.470	-0.460	57508	Zachos et al. (2010)
158.57	3.580	-0.227	57515	Zachos et al. (2010)
158.60	3.612	-0.262	57518	Zachos et al. (2010)
158.63	3.661	-0.328	57521	Zachos et al. (2010)
158.66	3.633	-0.384	57520	Zachos et al. (2010)
158.70	3.581	-0.314	57524	Zachos et al. (2010)
158.73	3.507	-0.353	57526	Zachos et al. (2010)
158.76	3.619	-0.297	57529	Zachos et al. (2010)
158.79	3.602	-0.304	57532	Zachos et al. (2010)
