/* DATA DESCRIPTION:
Citation:	Zachos, James C; McCarren, Heather K; Murphy, Brandon; Röhl, Ursula; Westerhold, Thomas (2010): (Figure 2) Stable carbon and oxygen isotope records of ODP Site 208-1262 [dataset]. PANGAEA, https://doi.org/10.1594/PANGAEA.756583, 
	Supplement to: Zachos, JC et al. (2010): Tempo and scale of late Paleocene and early Eocene carbon isotope cycles: Implications for the origin of hyperthermals. Earth and Planetary Science Letters, 299(1-2), 242-249, https://doi.org/10.1016/j.epsl.2010.09.004
Abstract:	The upper Paleocene and lower Eocene are marked by several prominent (> 1 per mill) carbon isotope (d13C) excursions (CIE) that coincide with transient global warmings, or thermal maxima, including the Paleocene-Eocene Thermal Maximum (PETM). The CIE, which are recorded mainly in marine sedimentary sequences, have also been identified in continental sequences, occurred episodically, and yet appear to be paced or triggered by orbital forcing. To constrain the timing and scale of the CIE relative to long-term baseline variability, we have constructed a 4.52 million year (myr) long, high-resolution (~ 3 kyr) bulk sediment carbon isotope record spanning the lower Eocene to upper Paleocene (C25r-C24n) from a pelagic sediment section recovered at ODP Site 1262 in the southeast Atlantic. This section, which was orbitally-tuned utilizing high-resolution core log physical property and geochemical records, is the most stratigraphically complete upper Paleocene to lower Eocene sequence recovered to date. Time-series analysis of the carbon isotope record along with a high-resolution Fe intensity record obtained by XRF core scanner reveal cyclicity with variance concentrated primarily in the precession (21 kyr) and eccentricity bands (100 and 400-kyr) throughout the upper Paleocene-lower Eocene. In general, minima in d13C correspond with peaks in Fe (i.e., carbonate dissolution), both of which appear to be in phase with maxima in eccentricity. This covariance is consistent with excess oceanic uptake of isotopically depleted carbon resulting in lower carbonate saturation during periods of high eccentricity. This relationship includes all late Paleocene and early Eocene CIE confirming pacing by orbital forcing. The lone exception is the PETM, which appears to be out of phase with the 400-kyr cycle, though possibly in phase with the 100-kyr cycle, reinforcing the notion that a mechanism other than orbital forcing and/or an additional source of carbon is required to account for the occurrence and unusual scale of this event.
Project(s):	Center for Marine Environmental Sciences (MARUM) (URI: https://www.marum.de/en/)
	Ocean Drilling Program (ODP) (URI: https://www-odp.tamu.edu:443/)
Coverage:	LATITUDE: -27.185833 * LONGITUDE: 1.577000
	DATE/TIME START: 2003-03-24T00:00:00 * DATE/TIME END: 2003-03-29T00:00:00
	MINIMUM DEPTH, sediment/rock: 96.27 m * MAXIMUM DEPTH, sediment/rock: 142.65 m
Event(s):	208-1262 * LATITUDE: -27.185833 * LONGITUDE: 1.577000 * DATE/TIME START: 2003-03-24T00:00:00 * DATE/TIME END: 2003-03-29T00:00:00 * ELEVATION: -4755.4 m * Penetration: 583.9 m * Recovery: 502.5 m * LOCATION: Walvis Ridge, Southeast Atlantic Ocean * CAMPAIGN: Leg208 (URI: https://doi.org/10.2973/odp.proc.ir.208.2004) * BASIS: Joides Resolution (URI: https://www-odp.tamu.edu:443/resolutn.html) * METHOD/DEVICE: Composite Core (COMPCORE) * COMMENT: 54 cores; 493.9 m cored; 90 m drilled; 101.7 % recovery
Comment:	The isotope records are composites of the splice from the A and B holes of Site 1262, and include published data for the PETM and ETM-2 (Lourens et al., 2005; Zachos et al., 2005).
	See also Westerhold et al. (2007) doi:10.1594/PANGAEA.603177
	Depth, sediment are meters below seafloor (mbsf)
Parameter(s):	Sample code/label (Sample label) * PI: Zachos, James C (https://orcid.org/0000-0001-8439-1886, jzachos@ernerald.ucsc.edu) * METHOD/DEVICE: DSDP/ODP/IODP sample designation (URI: hdl:10013/epic.27914.d001)
	DEPTH, sediment/rock [m] (Depth sed) * GEOCODE
	Depth, composite [mcd] (Depth comp) * PI: Zachos, James C (https://orcid.org/0000-0001-8439-1886, jzachos@ernerald.ucsc.edu) * METHOD/DEVICE: Intercore correlation
	Age, relative [ka] (Age rel) * PI: Zachos, James C (https://orcid.org/0000-0001-8439-1886, jzachos@ernerald.ucsc.edu)
	Comment (Comment) * PI: Zachos, James C (https://orcid.org/0000-0001-8439-1886, jzachos@ernerald.ucsc.edu) * COMMENT: Hole
	δ13C, carbonate [‰ PDB] (δ13C carb) * PI: Zachos, James C (https://orcid.org/0000-0001-8439-1886, jzachos@ernerald.ucsc.edu) * METHOD/DEVICE: Mass spectrometry (MS)
	δ18O, carbonate [‰ PDB] (δ18O carb) * PI: Zachos, James C (https://orcid.org/0000-0001-8439-1886, jzachos@ernerald.ucsc.edu) * METHOD/DEVICE: Mass spectrometry (MS)
License:	Creative Commons Attribution 3.0 Unported (CC-BY-3.0) (URI: https://creativecommons.org/licenses/by/3.0/)
Size:	10864 data points
*/
Sample label	Depth sed [m]	Depth comp [mcd]	Age rel [ka]	Comment	δ13C carb [‰ PDB]	δ18O carb [‰ PDB]
208-1262A-14H-4,94-95	128.94	148.16	-691	A	3.30	-0.34
208-1262A-14H-4,97-98	128.97	148.19	-692	A	3.29	-0.37
208-1262A-14H-4,100-101	129.00	148.22	-694	A	3.30	-0.41
208-1262A-14H-4,103-104	129.03	148.25	-696	A	3.26	-0.34
208-1262A-14H-4,106-107	129.06	148.28	-698	A	3.28	-0.33
208-1262A-14H-4,109-110	129.09	148.31	-700	A	3.29	-0.36
208-1262A-14H-4,112-113	129.12	148.34	-702	A	3.33	-0.38
208-1262A-14H-4,115-116	129.15	148.37	-704	A	3.24	-0.42
208-1262A-14H-4,118-119	129.18	148.40	-705	A	3.25	-0.53
208-1262A-14H-4,121-122	129.21	148.43	-707	A	3.24	-0.54
208-1262A-14H-4,124-125	129.24	148.46	-709	A	3.25	-0.58
208-1262A-14H-4,127-128	129.27	148.49	-711	A	3.25	-0.34
208-1262A-14H-4,130-131	129.30	148.52	-713	A	3.27	-0.51
208-1262A-14H-4,133-134	129.33	148.55	-716	A	3.31	-0.54
208-1262A-14H-4,136-137	129.36	148.58	-718	A	3.30	-0.50
208-1262A-14H-4,139-140	129.39	148.61	-720	A	3.31	-0.46
208-1262A-14H-4,142-143	129.42	148.64	-723	A	3.28	-0.46
208-1262A-14H-4,145-146	129.45	148.67	-725	A	3.26	-0.52
208-1262A-14H-4,148-149	129.48	148.70	-727	A	3.26	-0.47
208-1262A-14H-5,1-2	129.51	148.73	-730	A	3.27	-0.52
208-1262A-14H-5,4-5	129.54	148.76	-732	A	3.34	-0.32
208-1262A-14H-5,7-8	129.57	148.79	-734	A	3.34	-0.35
208-1262A-14H-5,10-11	129.60	148.82	-736	A	3.32	-0.34
208-1262A-14H-5,13-14	129.63	148.85	-739	A	3.33	-0.26
208-1262A-14H-5,16-17	129.66	148.88	-741	A	3.26	-0.38
208-1262A-14H-5,19-20	129.69	148.91	-743	A	3.26	-0.38
208-1262A-14H-5,22-23	129.72	148.94	-745	A	3.23	-0.30
208-1262A-14H-5,25-26	129.75	148.97	-747	A	3.23	-0.29
208-1262A-14H-5,28-29	129.78	149.00	-749	A	3.21	-0.43
208-1262A-14H-5,31-32	129.81	149.03	-752	A	3.18	-0.49
208-1262A-14H-5,34-35	129.84	149.06	-754	A	3.17	-0.48
208-1262A-14H-5,37-38	129.87	149.09	-757	A	3.02	-0.69
208-1262A-14H-5,40-41	129.90	149.12	-759	A	3.14	-0.50
208-1262A-14H-5,43-44	129.93	149.15	-762	A	3.14	-0.56
208-1262A-14H-5,46-47	129.96	149.18	-764	A	3.22	-0.46
208-1262A-14H-5,49-50	129.99	149.21	-767	A	3.24	-0.38
208-1262A-14H-5,52-53	130.02	149.24	-770	A	3.21	-0.46
208-1262A-14H-5,55-56	130.05	149.27	-772	A	3.29	-0.31
208-1262A-14H-5,58-59	130.08	149.30	-775	A	3.13	-0.50
208-1262A-14H-5,61-62	130.11	149.33	-778	A	3.10	-0.55
208-1262A-14H-5,64-65	130.14	149.36	-780	A	3.08	-0.51
208-1262A-14H-5,67-68	130.17	149.39	-783	A	3.09	-0.58
208-1262A-14H-5,70-71	130.20	149.42	-786	A	3.13	-0.48
208-1262A-14H-5,73-74	130.23	149.45	-789	A	3.10	-0.59
208-1262A-14H-5,76-77	130.26	149.48	-791	A	3.15	-0.44
208-1262A-14H-5,79-80	130.29	149.51	-794	A	3.18	-0.42
208-1262A-14H-5,82-83	130.32	149.54	-797	A	3.12	-0.60
208-1262A-14H-5,85-86	130.35	149.57	-800	A	3.19	-0.46
208-1262A-14H-5,88-89	130.38	149.60	-803	A	3.15	-0.48
208-1262A-14H-5,91-92	130.41	149.63	-805	A	3.26	-0.46
208-1262A-14H-5,94-95	130.44	149.66	-808	A	3.26	-0.41
208-1262A-14H-5,97-98	130.47	149.69	-811	A	3.28	-0.50
208-1262A-14H-5,100-101	130.50	149.72	-814	A	3.29	-0.50
208-1262A-14H-5,103-104	130.53	149.75	-817	A	3.27	-0.46
208-1262A-14H-5,106-107	130.56	149.78	-819	A	3.20	-0.52
208-1262A-14H-5,109-110	130.59	149.81	-822	A	3.15	-0.52
208-1262A-14H-5,112-113	130.62	149.84	-824	A	3.16	-0.43
208-1262A-14H-5,115-116	130.65	149.87	-827	A	3.15	-0.58
208-1262A-14H-5,118-119	130.68	149.90	-829	A	3.19	-0.50
208-1262A-14H-5,121-122	130.71	149.93	-832	A	3.18	-0.43
208-1262A-14H-5,124-125	130.74	149.96	-834	A	3.19	-0.51
208-1262A-14H-5,127-128	130.77	149.99	-837	A	3.18	-0.52
208-1262A-14H-5,130-131	130.80	150.02	-841	A	3.19	-0.50
208-1262A-14H-5,133-134	130.83	150.05	-845	A	3.12	-0.56
208-1262A-14H-5,136-137	130.86	150.08	-849	A	3.06	-0.61
208-1262A-14H-5,139-140	130.89	150.11	-853	A	3.10	-0.44
208-1262A-14H-6,1-2	131.01	150.23	-866	A	3.09	-0.42
208-1262A-14H-6,4-5	131.04	150.26	-870	A	3.12	-0.36
208-1262A-14H-6,7-8	131.07	150.29	-873	A	3.05	-0.42
208-1262A-14H-6,10-11	131.10	150.32	-876	A	2.94	-0.46
208-1262A-14H-6,13-14	131.13	150.35	-879	A	2.88	-0.54
208-1262A-14H-6,16-17	131.16	150.38	-882	A	2.94	-0.51
208-1262A-14H-6,19-20	131.19	150.41	-885	A	2.92	-0.55
208-1262A-14H-6,22-23	131.22	150.44	-888	A	2.93	-0.55
208-1262A-14H-6,25-26	131.25	150.47	-890	A	2.99	-0.52
208-1262A-14H-6,28-29	131.28	150.50	-893	A	3.01	-0.44
208-1262A-14H-6,31-32	131.31	150.53	-896	A	3.00	-0.53
208-1262A-14H-6,34-35	131.34	150.56	-899	A	2.88	-0.50
208-1262A-14H-6,37-38	131.37	150.59	-902	A	2.88	-0.57
208-1262A-14H-6,40-41	131.40	150.62	-904	A	2.81	-0.56
208-1262A-14H-6,43-44	131.43	150.65	-907	A	3.04	-0.58
208-1262A-14H-6,46-47	131.46	150.68	-909	A	3.18	-0.52
208-1262A-14H-6,49-50	131.49	150.71	-912	A	3.18	-0.50
208-1262A-14H-6,52-53	131.52	150.74	-914	A	3.22	-0.51
208-1262A-14H-6,55-56	131.55	150.77	-917	A	3.11	-0.51
208-1262A-14H-6,58-59	131.58	150.80	-919	A	3.09	-0.58
208-1262A-14H-6,61-62	131.61	150.83	-922	A	3.13	-0.56
208-1262A-14H-6,64-65	131.64	150.86	-924	A	3.11	-0.61
208-1262A-14H-6,67-68	131.67	150.89	-925	A	3.19	-0.49
208-1262A-14H-6,70-71	131.70	150.92	-927	A	3.17	-0.55
208-1262A-14H-6,73-74	131.73	150.95	-929	A	3.26	-0.45
208-1262A-14H-6,76-77	131.76	150.98	-931	A	3.32	-0.39
208-1262A-14H-6,79-80	131.79	151.01	-933	A	3.32	-0.42
208-1262A-14H-6,82-83	131.82	151.04	-935	A	3.28	-0.41
208-1262A-14H-6,85-86	131.85	151.07	-937	A	3.27	-0.49
208-1262A-14H-6,88-89	131.88	151.10	-939	A	3.28	-0.46
208-1262B-16H-4,2-3	138.42	151.28	-951	B	3.26	-0.50
208-1262B-16H-4,5-6	138.45	151.31	-954	B	3.25	-0.45
208-1262B-16H-4,8-9	138.48	151.34	-956	B	3.23	-0.53
208-1262B-16H-4,11-12	138.51	151.37	-958	B	3.24	-0.49
208-1262B-16H-4,17-18	138.57	151.43	-962	B	3.29	-0.40
208-1262B-16H-4,20-21	138.60	151.46	-965	B	3.15	-0.49
208-1262B-16H-4,26-27	138.66	151.52	-969	B	3.11	-0.53
208-1262B-16H-4,29-30	138.69	151.55	-972	B	3.18	-0.50
208-1262B-16H-4,32-33	138.72	151.58	-974	B	3.24	-0.40
208-1262B-16H-4,35-36	138.75	151.61	-976	B	3.21	-0.39
208-1262B-16H-4,38-39	138.78	151.64	-979	B	3.14	-0.55
208-1262B-16H-4,41-42	138.81	151.67	-981	B	3.16	-0.59
208-1262B-16H-4,44-45	138.84	151.70	-983	B	3.10	-0.56
208-1262B-16H-4,47-48	138.87	151.73	-985	B	3.08	-0.59
208-1262B-16H-4,53-54	138.93	151.79	-990	B	2.97	-0.78
208-1262B-16H-4,56-57	138.96	151.82	-992	B	3.07	-0.65
208-1262B-16H-4,59-60	138.99	151.85	-994	B	3.08	-0.74
208-1262B-16H-4,62-63	139.02	151.88	-997	B	3.05	-0.74
208-1262B-16H-4,65-66	139.05	151.91	-999	B	3.16	-0.59
208-1262B-16H-4,68-69	139.08	151.94	-1001	B	3.18	-0.66
208-1262B-16H-4,71-72	139.11	151.97	-1004	B	3.15	-0.78
208-1262B-16H-4,74-75	139.14	152.00	-1006	B	3.04	-0.85
208-1262B-16H-4,77-78	139.17	152.03	-1008	B	3.18	-0.76
208-1262B-16H-4,80-81	139.20	152.06	-1010	B	3.26	-0.54
208-1262B-16H-4,83-84	139.23	152.09	-1013	B	3.36	-0.69
208-1262B-16H-4,86-87	139.26	152.12	-1015	B	3.45	-0.57
208-1262B-16H-4,89-90	139.29	152.15	-1017	B	3.43	-0.50
208-1262B-16H-4,92-93	139.32	152.18	-1020	B	3.42	-0.56
208-1262B-16H-4,95-96	139.35	152.21	-1022	B	3.45	-0.51
208-1262B-16H-4,98-99	139.38	152.24	-1024	B	3.44	-0.56
208-1262B-16H-4,101-102	139.41	152.27	-1027	B	3.42	-0.57
208-1262B-16H-4,104-105	139.44	152.30	-1031	B	3.53	-0.43
208-1262B-16H-4,107-108	139.47	152.33	-1035	B	3.51	-0.35
208-1262B-16H-4,110-111	139.50	152.36	-1038	B	3.43	-0.55
208-1262B-16H-4,113-114	139.53	152.39	-1042	B	3.54	-0.42
208-1262B-16H-4,116-117	139.56	152.42	-1046	B	3.44	-0.55
208-1262B-16H-4,119-120	139.59	152.45	-1049	B	3.53	-0.36
208-1262B-16H-4,122-123	139.62	152.48	-1053	B	3.56	-0.49
208-1262B-16H-4,125-126	139.65	152.51	-1057	B	3.51	-0.48
208-1262B-16H-4,128-129	139.68	152.54	-1061	B	3.53	-0.33
208-1262B-16H-4,131-132	139.71	152.57	-1064	B	3.48	-0.45
208-1262B-16H-4,134-135	139.74	152.60	-1068	B	3.52	-0.48
208-1262B-16H-4,137-138	139.77	152.63	-1071	B	3.42	-0.48
208-1262B-16H-4,140-141	139.80	152.66	-1073	B	3.46	-0.31
208-1262B-16H-4,143-144	139.83	152.69	-1076	B	3.56	-0.25
208-1262B-16H-4,146-147	139.86	152.72	-1078	B	3.59	-0.25
208-1262B-16H-4,149-150	139.89	152.75	-1081	B	3.56	-0.34
208-1262B-16H-5,2-3	139.92	152.78	-1083	B	3.67	-0.08
208-1262B-16H-5,5-6	139.95	152.81	-1086	B	3.64	-0.22
208-1262B-16H-5,8-9	139.98	152.84	-1088	B	3.61	-0.29
208-1262B-16H-5,11-12	140.01	152.87	-1091	B	3.60	-0.29
208-1262B-16H-5,14-15	140.04	152.90	-1093	B	3.60	-0.30
208-1262B-16H-5,17-18	140.07	152.93	-1095	B	3.62	-0.33
208-1262B-16H-5,20-21	140.10	152.96	-1098	B	3.66	-0.30
208-1262B-16H-5,23-24	140.13	152.99	-1100	B	3.65	-0.34
208-1262B-16H-5,26-27	140.16	153.02	-1103	B	3.69	-0.29
208-1262B-16H-5,29-30	140.19	153.05	-1105	B	3.68	-0.35
208-1262B-16H-5,32-33	140.22	153.08	-1108	B	3.70	-0.24
208-1262B-16H-5,35-36	140.25	153.11	-1110	B	3.64	-0.45
208-1262B-16H-5,38-39	140.28	153.14	-1112	B	3.63	-0.40
208-1262B-16H-5,41-42	140.31	153.17	-1115	B	3.64	-0.50
208-1262B-16H-5,44-45	140.34	153.20	-1117	B	3.67	-0.31
208-1262B-16H-5,47-48	140.37	153.23	-1119	B	3.66	-0.31
208-1262B-16H-5,50-51	140.40	153.26	-1122	B	3.71	-0.24
208-1262B-16H-5,53-54	140.43	153.29	-1124	B	3.69	-0.15
208-1262B-16H-5,56-57	140.46	153.32	-1126	B	3.70	-0.22
208-1262B-16H-5,59-60	140.49	153.35	-1129	B	3.69	-0.24
208-1262B-16H-5,62-63	140.52	153.38	-1131	B	3.71	-0.29
208-1262B-16H-5,65-66	140.55	153.41	-1134	B	3.66	-0.26
208-1262B-16H-5,68-69	140.58	153.44	-1138	B	3.66	-0.29
208-1262B-16H-5,71-72	140.61	153.47	-1141	B	3.58	-0.35
208-1262B-16H-5,74-75	140.64	153.50	-1144	B	3.66	-0.26
208-1262B-16H-5,77-78	140.67	153.53	-1148	B	3.58	-0.34
208-1262B-16H-5,80-81	140.70	153.56	-1151	B	3.56	-0.37
208-1262B-16H-5,83-84	140.73	153.59	-1155	B	3.56	-0.37
208-1262B-16H-5,86-87	140.76	153.62	-1160	B	3.46	-0.41
208-1262B-16H-5,89-90	140.79	153.65	-1164	B	3.50	-0.31
208-1262B-16H-5,92-93	140.82	153.68	-1169	B	3.51	-0.38
208-1262B-16H-5,95-96	140.85	153.71	-1173	B	3.48	-0.51
208-1262B-16H-5,98-99	140.88	153.74	-1175	B	3.47	-0.46
208-1262B-16H-5,101-102	140.91	153.77	-1178	B	3.42	-0.49
208-1262B-16H-5,104-105	140.94	153.80	-1180	B	3.48	-0.36
208-1262B-16H-5,107-108	140.97	153.83	-1182	B	3.50	-0.39
208-1262B-16H-5,128-129	141.18	154.04	-1198	B	3.35	-0.59
208-1262B-16H-5,131-132	141.21	154.07	-1201	B	3.41	-0.57
208-1262B-16H-5,134-135	141.24	154.10	-1203	B	3.43	-0.54
208-1262B-16H-5,137-138	141.27	154.13	-1206	B	3.48	-0.55
208-1262B-16H-5,140-141	141.30	154.16	-1208	B	3.47	-0.51
208-1262B-16H-5,143-144	141.33	154.19	-1211	B	3.41	-0.56
208-1262B-16H-5,146-147	141.36	154.22	-1213	B	3.41	-0.60
208-1262B-16H-5,149-150	141.39	154.25	-1216	B	3.36	-0.64
208-1262B-16H-6,2-3	141.42	154.28	-1218	B	3.35	-0.61
208-1262B-16H-6,5-6	141.45	154.31	-1220	B	3.38	-0.65
208-1262B-16H-6,8-9	141.48	154.34	-1222	B	3.43	-0.64
208-1262B-16H-6,11-12	141.51	154.37	-1224	B	3.52	-0.52
208-1262B-16H-6,14-15	141.54	154.40	-1226	B	3.52	-0.51
208-1262B-16H-6,17-18	141.57	154.43	-1227	B	3.53	-0.48
208-1262B-16H-6,20-21	141.60	154.46	-1229	B	3.56	-0.50
208-1262B-16H-6,23-24	141.63	154.49	-1231	B	3.52	-0.51
208-1262B-16H-6,26-27	141.66	154.52	-1233	B	3.50	-0.63
208-1262B-16H-6,29-30	141.69	154.55	-1235	B	3.50	-0.64
208-1262B-16H-6,32-33	141.72	154.58	-1237	B	3.48	-0.65
208-1262B-16H-6,35-36	141.75	154.61	-1239	B	3.48	-0.69
208-1262B-16H-6,38-39	141.78	154.64	-1241	B	3.49	-0.66
208-1262B-16H-6,41-42	141.81	154.67	-1242	B	3.50	-0.56
208-1262B-16H-6,44-45	141.84	154.70	-1244	B	3.52	-0.51
208-1262B-16H-6,47-48	141.87	154.73	-1246	B	3.56	-0.57
208-1262B-16H-6,50-51	141.90	154.76	-1247	B	3.53	-0.53
208-1262B-16H-6,53-54	141.93	154.79	-1249	B	3.58	-0.51
208-1262B-16H-6,56-57	141.96	154.82	-1251	B	3.55	-0.51
208-1262B-16H-6,59-60	141.99	154.85	-1252	B	3.52	-0.54
208-1262B-16H-6,62-63	142.02	154.88	-1254	B	3.52	-0.53
208-1262B-16H-6,65-66	142.05	154.91	-1256	B	3.48	-0.52
208-1262B-16H-6,68-69	142.08	154.94	-1258	B	3.41	-0.60
208-1262B-16H-6,71-72	142.11	154.97	-1260	B	3.44	-0.46
208-1262B-16H-6,74-75	142.14	155.00	-1262	B	3.38	-0.42
208-1262B-16H-6,77-78	142.17	155.03	-1264	B	3.39	-0.46
208-1262B-16H-6,80-81	142.20	155.06	-1266	B	3.40	-0.45
208-1262B-16H-6,83-84	142.23	155.09	-1268	B	3.42	-0.41
208-1262B-16H-6,86-87	142.26	155.12	-1270	B	3.39	-0.41
208-1262B-16H-6,89-90	142.29	155.15	-1272	B	3.41	-0.41
208-1262B-16H-6,92-93	142.32	155.18	-1274	B	3.38	-0.41
208-1262B-16H-6,95-96	142.35	155.21	-1276	B	3.32	-0.48
208-1262B-16H-6,98-99	142.38	155.24	-1278	B	3.20	-0.60
208-1262B-16H-6,101-102	142.41	155.27	-1280	B	3.23	-0.58
208-1262B-16H-6,104-105	142.44	155.30	-1282	B	3.03	-0.71
208-1262B-16H-6,107-108	142.47	155.33	-1283	B	3.03	-0.69
208-1262B-16H-6,110-111	142.50	155.36	-1285	B	3.13	-0.65
208-1262B-16H-6,113-114	142.53	155.39	-1287	B	3.14	-0.44
208-1262B-16H-6,116-117	142.56	155.42	-1289	B	3.16	-0.67
208-1262B-16H-6,119-120	142.59	155.45	-1291	B	3.18	-0.58
208-1262B-16H-6,122-123	142.62	155.48	-1292	B	3.18	-0.63
208-1262B-16H-6,125-126	142.65	155.51	-1294	B	3.07	-0.49
208-1262A-15H-2,67.5-68.5	135.18	155.34	-1284	A	3.21	-0.46
208-1262A-15H-2,70.5-71.5	135.20	155.36	-1286	A	3.12	-0.54
208-1262A-15H-2,73.5-74.5	135.24	155.40	-1287	A	3.12	-0.59
208-1262A-15H-2,76.5-77.5	135.26	155.42	-1289	A	3.24	-0.44
208-1262A-15H-2,79.5-80.5	135.30	155.46	-1291	A	3.22	-0.38
208-1262A-15H-2,82.5-83.5	135.32	155.48	-1293	A	3.20	-0.43
208-1262A-15H-2,85.5-86.5	135.36	155.52	-1295	A	3.25	-0.37
208-1262A-15H-2,88.5-89.5	135.38	155.54	-1296	A	3.22	-0.43
208-1262A-15H-2,91.5-92.5	135.42	155.58	-1298	A	3.06	-0.53
208-1262A-15H-2,94.5-95.5	135.44	155.60	-1300	A	3.19	-0.47
208-1262A-15H-2,97.5-98.5	135.48	155.64	-1302	A	3.13	-0.58
208-1262A-15H-2,100.5-101.5	135.50	155.66	-1303	A	3.12	-0.52
208-1262A-15H-2,103.5-104.5	135.54	155.70	-1305	A	3.18	-0.47
208-1262A-15H-2,106.5-107.5	135.56	155.72	-1307	A	3.32	-0.42
208-1262A-15H-2,109.5-110.5	135.60	155.76	-1308	A	3.39	-0.38
208-1262A-15H-2,112.5-113.5	135.62	155.78	-1310	A	3.39	-0.29
208-1262A-15H-2,115.5-116.5	135.66	155.82	-1312	A	3.25	-0.38
208-1262A-15H-2,118.5-119.5	135.68	155.84	-1313	A	3.24	-0.39
208-1262A-15H-2,121.5-122.5	135.72	155.88	-1315	A	3.22	-0.40
208-1262A-15H-2,124.5-125.5	135.74	155.90	-1317	A	3.25	-0.37
208-1262A-15H-2,127.5-128.5	135.78	155.94	-1319	A	3.28	-0.45
208-1262A-15H-2,130.5-131.5	135.80	155.96	-1320	A	3.41	-0.38
208-1262A-15H-2,133.5-134.5	135.84	156.00	-1322	A	3.22	-0.48
208-1262A-15H-2,136.5-137.5	135.86	156.02	-1324	A	3.27	-0.46
208-1262A-15H-2,139.5-140.5	135.90	156.06	-1326	A	3.54	-0.34
208-1262A-15H-2,142.5-143.5	135.92	156.08	-1328	A	3.49	-0.54
208-1262A-15H-2,145.5-146.5	135.96	156.12	-1330	A	3.59	-0.32
208-1262A-15H-2,148.5-149.5	135.98	156.14	-1332	A	3.58	-0.44
208-1262A-15H-3,1.5-2.5	136.02	156.18	-1334	A	3.57	-0.32
208-1262A-15H-3,4.5-5.5	136.04	156.20	-1336	A	3.62	-0.31
208-1262A-15H-3,7.5-8.5	136.08	156.24	-1338	A	3.60	-0.30
208-1262A-15H-3,10.5-11.5	136.10	156.26	-1340	A	3.43	-0.35
208-1262A-15H-3,13.5-14.5	136.14	156.30	-1342	A	3.47	-0.38
208-1262A-15H-3,16.5-17.5	136.16	156.32	-1344	A	3.50	-0.34
208-1262A-15H-3,19.5-20.5	136.20	156.36	-1346	A	3.25	-0.75
208-1262A-15H-3,22.5-23.5	136.22	156.38	-1348	A	3.52	-0.19
208-1262A-15H-3,25.5-26.5	136.26	156.42	-1350	A	3.52	-0.20
208-1262A-15H-3,28.5-29.5	136.28	156.44	-1352	A	3.56	-0.15
208-1262A-15H-3,31.5-32.5	136.32	156.48	-1354	A	3.46	-0.29
208-1262A-15H-3,34.5-35.5	136.34	156.50	-1356	A	3.51	-0.23
208-1262A-15H-3,37.5-38.5	136.38	156.54	-1358	A	3.46	-0.26
208-1262A-15H-3,40.5-41.5	136.40	156.56	-1360	A	3.44	-0.36
208-1262A-15H-3,43.5-44.5	136.44	156.60	-1362	A	3.44	-0.34
208-1262A-15H-3,46.5-47.5	136.46	156.62	-1364	A	3.36	-0.54
208-1262A-15H-3,49.5-50.5	136.50	156.66	-1366	A	3.44	-0.35
208-1262A-15H-3,52.5-53.5	136.52	156.68	-1369	A	3.37	-0.41
208-1262A-15H-3,55.5-56.5	136.56	156.72	-1371	A	3.43	-0.26
208-1262A-15H-3,58.5-59.5	136.58	156.74	-1374	A	3.40	-0.36
208-1262A-15H-3,61.5-62.5	136.62	156.78	-1376	A	3.40	-0.40
208-1262A-15H-3,67.5-68.5	136.68	156.84	-1381	A	3.32	-0.47
208-1262A-15H-3,70.5-71.5	136.70	156.86	-1383	A	3.28	-0.50
208-1262A-15H-3,73.5-74.5	136.74	156.90	-1386	A	3.37	-0.31
208-1262A-15H-3,76.5-77.5	136.76	156.92	-1389	A	3.30	-0.41
208-1262A-15H-3,79.5-80.5	136.80	156.96	-1392	A	3.30	-0.34
208-1262A-15H-3,82.5-83.5	136.82	156.98	-1394	A	3.37	-0.36
208-1262A-15H-3,85.5-86.5	136.86	157.02	-1397	A	3.38	-0.29
208-1262A-15H-3,88.5-89.5	136.88	157.04	-1400	A	3.37	-0.39
208-1262A-15H-3,91.5-92.5	136.92	157.08	-1403	A	3.34	-0.41
208-1262A-15H-3,94.5-95.5	136.94	157.10	-1405	A	3.36	-0.25
208-1262A-15H-3,97.5-98.5	136.98	157.14	-1407	A	3.38	-0.51
208-1262A-15H-3,100.5-101.5	137.00	157.16	-1409	A	3.41	-0.50
208-1262A-15H-3,104-105	137.04	157.20	-1412	A	3.55	-0.31
208-1262A-15H-3,107-108	137.07	157.23	-1414	A	3.54	-0.36
208-1262A-15H-3,110-111	137.10	157.26	-1416	A	3.51	-0.46
208-1262A-15H-3,113-114	137.13	157.29	-1418	A	3.57	-0.39
208-1262A-15H-3,116-117	137.16	157.32	-1421	A	3.67	-0.29
208-1262A-15H-3,119-120	137.19	157.35	-1423	A	3.59	-0.25
208-1262A-15H-3,122-123	137.22	157.38	-1425	A	3.52	-0.37
208-1262A-15H-3,128-129	137.28	157.44	-1432	A	3.76	-0.21
208-1262A-15H-3,131-132	137.31	157.47	-1436	A	3.73	-0.23
208-1262A-15H-3,134-135	137.34	157.50	-1440	A	3.71	-0.23
208-1262A-15H-4,4.5-5.5	137.54	157.70	-1463	A	3.74	-0.12
208-1262A-15H-4,7.5-8.5	137.58	157.74	-1466	A	3.75	-0.22
