/* DATA DESCRIPTION:
Citation:	Littler, Kate; Röhl, Ursula; Westerhold, Thomas; Zachos, James C (2014): Bulk stable-isotope measurements of ODP Site 208-1262 [dataset]. PANGAEA, https://doi.org/10.1594/PANGAEA.833212, 
	In supplement to: Littler, K et al. (2014): A high-resolution benthic stable-isotope record for the South Atlantic: Implications for orbital-scale changes in Late Paleocene–Early Eocene climate and carbon cycling. Earth and Planetary Science Letters, 401, 18-30, https://doi.org/10.1016/j.epsl.2014.05.054
Further details:	Lourens, Lucas Joost; Sluijs, Appy; Kroon, Dick; Zachos, James C; Thomas, Ellen; Röhl, Ursula; Raffi, Isabella (2005): Astronomical pacing of late Palaeocene to early Eocene global warming events. Nature, 435(23), 1083-1087, https://doi.org/10.1038/nature03814
	Westerhold, Thomas; Röhl, Ursula; Raffi, Isabella; Fornaciari, Eliana; Monechi, Simonetta; Reale, Viviana; Bowles, Julie; Evans, Helen F (2008): Astronomical calibration of the Paleocene time. Palaeogeography, Palaeoclimatology, Palaeoecology, 257(4), 377-403, https://doi.org/10.1016/j.palaeo.2007.09.016
	Zachos, James C; McCarren, Heather K; Murphy, Brandon; Röhl, Ursula; Westerhold, Thomas (2010): Tempo and scale of late Paleocene and early Eocene carbon isotope cycles: Implications for the origin of hyperthermals. Earth and Planetary Science Letters, 299(1-2), 242-249, https://doi.org/10.1016/j.epsl.2010.09.004
	Zachos, James C; Röhl, Ursula; Schellenberg, Stephen A; Sluijs, Appy; Hodell, David A; Kelly, Daniel Clay; Thomas, Ellen; Nicolo, Micah J; Raffi, Isabella; Lourens, Lucas Joost; McCarren, H; Kroon, Dick (2005): Rapid Acidification of the Ocean During the Paleocene-Eocene Thermal Maximum. Science, 308(5728), 1611-1615, https://doi.org/10.1126/science.1109004
Project(s):	Ocean Drilling Program (ODP) (URI: https://www-odp.tamu.edu:443/)
Coverage:	LATITUDE: -27.185833 * LONGITUDE: 1.577000
	DATE/TIME START: 2003-03-24T00:00:00 * DATE/TIME END: 2003-03-29T00:00:00
	MINIMUM DEPTH, sediment/rock: 107.490 m * MAXIMUM DEPTH, sediment/rock: 184.980 m
Event(s):	208-1262 * LATITUDE: -27.185833 * LONGITUDE: 1.577000 * DATE/TIME START: 2003-03-24T00:00:00 * DATE/TIME END: 2003-03-29T00:00:00 * ELEVATION: -4755.4 m * Penetration: 583.9 m * Recovery: 502.5 m * LOCATION: Walvis Ridge, Southeast Atlantic Ocean * CAMPAIGN: Leg208 (URI: https://doi.org/10.2973/odp.proc.ir.208.2004) * BASIS: Joides Resolution (URI: https://www-odp.tamu.edu:443/resolutn.html) * METHOD/DEVICE: Composite Core (COMPCORE) * COMMENT: 54 cores; 493.9 m cored; 90 m drilled; 101.7 % recovery
Comment:	DEPTH, sediment/rock = Depth (mcd).
	New data for this study was collected at MARUM ("Littler et al., 2014 (MARUM)"), and is combined with data from existing studies (see "data source" column) to give one continuous dataset. All values relative to VPDB.
	Age model is based on option 1 of Westerhold et al., 2008 (W08), extended in this study to encompass depths 103-113 mcd.
Parameter(s):	DEPTH, sediment/rock [m] (Depth sed) * GEOCODE
	AGE [ka BP] (Age) * GEOCODE
	δ13C [‰ PDB] (δ13C) * PI: Littler, Kate (k.littler@exeter.ac.uk) * COMMENT: Bulk, relative to VPDB
	δ18O [‰] (δ18O) * PI: Littler, Kate (k.littler@exeter.ac.uk) * COMMENT: Bulk, relative to VPDB
	Reference/source (Reference) * PI: Littler, Kate (k.littler@exeter.ac.uk)
License:	Creative Commons Attribution 3.0 Unported (CC-BY-3.0) (URI: https://creativecommons.org/licenses/by/3.0/)
Size:	8046 data points
*/
Depth sed [m]	Age [ka BP]	δ13C [‰ PDB]	δ18O [‰]	Reference
163.600	57547.932	3.795	-0.409	Littler et al., 2014 (MARUM)
163.630	57550.356	3.828	-0.386	Littler et al., 2014 (MARUM)
163.660	57552.780	3.859	-0.334	Littler et al., 2014 (MARUM)
163.690	57555.204	3.807	-0.382	Littler et al., 2014 (MARUM)
163.720	57557.628	3.825	-0.380	Littler et al., 2014 (MARUM)
163.750	57560.053	3.794	-0.405	Littler et al., 2014 (MARUM)
163.780	57562.477	3.843	-0.342	Littler et al., 2014 (MARUM)
163.810	57564.901	3.805	-0.359	Littler et al., 2014 (MARUM)
163.840	57567.325	3.847	-0.331	Littler et al., 2014 (MARUM)
163.870	57569.749	3.811	-0.371	Littler et al., 2014 (MARUM)
163.900	57572.173	3.806	-0.426	Littler et al., 2014 (MARUM)
163.930	57574.598	3.783	-0.488	Littler et al., 2014 (MARUM)
163.960	57577.022	3.801	-0.441	Littler et al., 2014 (MARUM)
163.990	57579.446	3.712	-0.556	Littler et al., 2014 (MARUM)
164.020	57581.870	3.788	-0.475	Littler et al., 2014 (MARUM)
164.050	57584.294	3.821	-0.479	Littler et al., 2014 (MARUM)
164.080	57586.718	3.821	-0.461	Littler et al., 2014 (MARUM)
164.110	57589.142	3.836	-0.403	Littler et al., 2014 (MARUM)
164.140	57591.567	3.847	-0.403	Littler et al., 2014 (MARUM)
164.170	57593.991	3.840	-0.465	Littler et al., 2014 (MARUM)
164.200	57596.415	3.810	-0.348	Littler et al., 2014 (MARUM)
164.230	57598.839	3.862	-0.474	Littler et al., 2014 (MARUM)
164.260	57601.263	3.778	-0.553	Littler et al., 2014 (MARUM)
164.290	57603.687	3.895	-0.465	Littler et al., 2014 (MARUM)
164.310	57605.303	3.814	-0.396	Littler et al., 2014 (MARUM)
164.340	57607.728	3.818	-0.466	Littler et al., 2014 (MARUM)
164.370	57610.152	3.791	-0.525	Littler et al., 2014 (MARUM)
164.400	57612.576	3.749	-0.588	Littler et al., 2014 (MARUM)
164.430	57615.000	3.780	-0.599	Littler et al., 2014 (MARUM)
164.460	57617.340	3.711	-0.588	Littler et al., 2014 (MARUM)
164.490	57619.681	3.742	-0.574	Littler et al., 2014 (MARUM)
164.520	57622.021	3.714	-0.664	Littler et al., 2014 (MARUM)
164.550	57624.362	3.813	-0.573	Littler et al., 2014 (MARUM)
164.580	57626.702	3.905	-0.469	Littler et al., 2014 (MARUM)
164.610	57629.043	3.864	-0.545	Littler et al., 2014 (MARUM)
164.640	57631.383	3.849	-0.372	Littler et al., 2014 (MARUM)
164.670	57633.723	3.881	-0.511	Littler et al., 2014 (MARUM)
164.700	57636.064	3.928	-0.375	Littler et al., 2014 (MARUM)
164.730	57638.404	3.861	-0.482	Littler et al., 2014 (MARUM)
164.760	57640.745	3.769	-0.572	Littler et al., 2014 (MARUM)
164.790	57643.085	3.776	-0.560	Littler et al., 2014 (MARUM)
164.820	57645.426	3.742	-0.584	Littler et al., 2014 (MARUM)
164.850	57647.766	3.802	-0.521	Littler et al., 2014 (MARUM)
164.880	57650.106	3.830	-0.552	Littler et al., 2014 (MARUM)
164.910	57652.447	3.856	-0.481	Littler et al., 2014 (MARUM)
164.940	57654.787	3.824	-0.468	Littler et al., 2014 (MARUM)
164.970	57657.128	3.843	-0.416	Littler et al., 2014 (MARUM)
165.000	57659.468	3.900	-0.395	Littler et al., 2014 (MARUM)
165.030	57661.809	3.815	-0.453	Littler et al., 2014 (MARUM)
165.060	57664.149	3.834	-0.372	Littler et al., 2014 (MARUM)
165.090	57666.489	3.817	-0.472	Littler et al., 2014 (MARUM)
165.120	57668.830	3.704	-0.522	Littler et al., 2014 (MARUM)
165.150	57671.170	3.701	-0.524	Littler et al., 2014 (MARUM)
165.180	57673.511	3.680	-0.468	Littler et al., 2014 (MARUM)
165.210	57675.851	3.721	-0.457	Littler et al., 2014 (MARUM)
165.240	57678.191	3.665	-0.368	Littler et al., 2014 (MARUM)
165.270	57680.532	3.662	-0.395	Littler et al., 2014 (MARUM)
165.300	57682.872	3.651	-0.380	Littler et al., 2014 (MARUM)
165.330	57685.213	3.588	-0.382	Littler et al., 2014 (MARUM)
165.360	57687.553	3.555	-0.334	Littler et al., 2014 (MARUM)
165.390	57689.894	3.566	-0.384	Littler et al., 2014 (MARUM)
165.420	57692.234	3.540	-0.421	Littler et al., 2014 (MARUM)
165.450	57694.574	3.578	-0.479	Littler et al., 2014 (MARUM)
165.480	57696.915	3.527	-0.444	Littler et al., 2014 (MARUM)
165.510	57699.255	3.597	-0.401	Littler et al., 2014 (MARUM)
165.540	57701.596	3.702	-0.384	Littler et al., 2014 (MARUM)
165.570	57703.936	3.590	-0.304	Littler et al., 2014 (MARUM)
165.600	57706.277	3.637	-0.314	Littler et al., 2014 (MARUM)
165.630	57708.617	3.582	-0.319	Littler et al., 2014 (MARUM)
165.660	57710.957	3.490	-0.328	Littler et al., 2014 (MARUM)
165.690	57713.298	3.486	-0.386	Littler et al., 2014 (MARUM)
165.720	57715.638	3.505	-0.361	Littler et al., 2014 (MARUM)
165.750	57717.979	3.509	-0.359	Littler et al., 2014 (MARUM)
165.780	57720.319	3.460	-0.286	Littler et al., 2014 (MARUM)
165.810	57722.660	3.461	-0.287	Littler et al., 2014 (MARUM)
165.840	57725.000	3.417	-0.500	Littler et al., 2014 (MARUM)
165.870	57729.557	3.482	-0.454	Littler et al., 2014 (MARUM)
165.900	57734.114	3.565	-0.460	Littler et al., 2014 (MARUM)
165.930	57738.671	3.632	-0.355	Littler et al., 2014 (MARUM)
165.960	57743.229	3.723	-0.317	Littler et al., 2014 (MARUM)
165.990	57747.786	3.718	-0.306	Littler et al., 2014 (MARUM)
166.020	57752.343	3.766	-0.277	Littler et al., 2014 (MARUM)
166.050	57756.900	3.709	-0.321	Littler et al., 2014 (MARUM)
166.080	57761.457	3.722	-0.360	Littler et al., 2014 (MARUM)
166.110	57766.014	3.777	-0.304	Littler et al., 2014 (MARUM)
166.170	57775.129	3.805	-0.234	Littler et al., 2014 (MARUM)
166.200	57779.686	3.733	-0.312	Littler et al., 2014 (MARUM)
166.230	57784.243	3.704	-0.326	Littler et al., 2014 (MARUM)
166.260	57788.800	3.708	-0.229	Littler et al., 2014 (MARUM)
166.290	57793.357	3.709	-0.297	Littler et al., 2014 (MARUM)
166.320	57797.914	3.679	-0.254	Littler et al., 2014 (MARUM)
166.350	57802.471	3.684	-0.239	Littler et al., 2014 (MARUM)
166.380	57807.029	3.748	-0.266	Littler et al., 2014 (MARUM)
166.410	57811.586	3.679	-0.223	Littler et al., 2014 (MARUM)
166.440	57816.143	3.735	-0.300	Littler et al., 2014 (MARUM)
166.470	57820.700	3.726	-0.258	Littler et al., 2014 (MARUM)
166.500	57825.257	3.694	-0.349	Littler et al., 2014 (MARUM)
166.530	57829.814	3.688	-0.303	Littler et al., 2014 (MARUM)
166.560	57834.371	3.683	-0.254	Littler et al., 2014 (MARUM)
166.590	57838.929	3.676	-0.387	Littler et al., 2014 (MARUM)
166.620	57843.486	3.685	-0.275	Littler et al., 2014 (MARUM)
166.650	57848.043	3.710	-0.249	Littler et al., 2014 (MARUM)
166.680	57852.600	3.727	-0.223	Littler et al., 2014 (MARUM)
166.710	57857.157	3.688	-0.274	Littler et al., 2014 (MARUM)
166.740	57861.714	3.733	-0.219	Littler et al., 2014 (MARUM)
166.770	57866.271	3.795	-0.251	Littler et al., 2014 (MARUM)
166.800	57870.829	3.746	-0.330	Littler et al., 2014 (MARUM)
166.830	57875.386	3.780	-0.319	Littler et al., 2014 (MARUM)
166.860	57879.943	3.790	-0.306	Littler et al., 2014 (MARUM)
166.890	57884.500	3.868	-0.162	Littler et al., 2014 (MARUM)
166.920	57889.057	3.895	-0.195	Littler et al., 2014 (MARUM)
166.950	57893.614	3.838	-0.081	Littler et al., 2014 (MARUM)
166.980	57898.171	3.911	-0.009	Littler et al., 2014 (MARUM)
167.010	57902.729	3.865	-0.042	Littler et al., 2014 (MARUM)
167.040	57907.286	3.898	-0.032	Littler et al., 2014 (MARUM)
167.070	57911.843	3.897	-0.064	Littler et al., 2014 (MARUM)
167.100	57916.400	3.819	-0.060	Littler et al., 2014 (MARUM)
167.130	57920.957	3.874	0.020	Littler et al., 2014 (MARUM)
167.160	57925.514	3.856	-0.090	Littler et al., 2014 (MARUM)
167.190	57930.071	3.850	-0.085	Littler et al., 2014 (MARUM)
167.220	57934.629	3.788	-0.023	Littler et al., 2014 (MARUM)
167.250	57939.186	3.772	-0.040	Littler et al., 2014 (MARUM)
167.280	57943.743	3.734	-0.029	Littler et al., 2014 (MARUM)
167.310	57948.300	3.800	-0.092	Littler et al., 2014 (MARUM)
167.340	57952.857	3.795	-0.132	Littler et al., 2014 (MARUM)
167.370	57957.414	3.812	-0.145	Littler et al., 2014 (MARUM)
167.400	57961.971	3.821	-0.110	Littler et al., 2014 (MARUM)
167.430	57966.529	3.826	-0.112	Littler et al., 2014 (MARUM)
167.460	57971.086	3.755	-0.108	Littler et al., 2014 (MARUM)
167.490	57975.643	3.727	-0.111	Littler et al., 2014 (MARUM)
167.520	57980.200	3.685	-0.139	Littler et al., 2014 (MARUM)
167.550	57984.757	3.672	-0.127	Littler et al., 2014 (MARUM)
167.580	57989.314	3.710	-0.038	Littler et al., 2014 (MARUM)
167.610	57993.871	3.688	-0.066	Littler et al., 2014 (MARUM)
167.640	57998.429	3.688	-0.022	Littler et al., 2014 (MARUM)
167.670	58002.986	3.692	-0.119	Littler et al., 2014 (MARUM)
167.700	58007.543	3.677	-0.029	Littler et al., 2014 (MARUM)
167.730	58012.100	3.640	-0.088	Littler et al., 2014 (MARUM)
167.760	58016.657	3.643	-0.064	Littler et al., 2014 (MARUM)
167.790	58021.214	3.630	-0.074	Littler et al., 2014 (MARUM)
167.820	58025.771	3.598	-0.042	Littler et al., 2014 (MARUM)
167.850	58030.329	3.585	-0.087	Littler et al., 2014 (MARUM)
167.880	58034.886	3.587	-0.121	Littler et al., 2014 (MARUM)
167.910	58039.443	3.555	-0.207	Littler et al., 2014 (MARUM)
167.940	58044.000	3.574	-0.229	Littler et al., 2014 (MARUM)
167.980	58050.054	3.504	-0.254	Littler et al., 2014 (MARUM)
168.000	58053.081	3.529	-0.339	Littler et al., 2014 (MARUM)
168.030	58057.622	3.504	-0.401	Littler et al., 2014 (MARUM)
168.060	58062.162	3.512	-0.390	Littler et al., 2014 (MARUM)
168.090	58066.703	3.679	-0.321	Littler et al., 2014 (MARUM)
168.120	58071.243	3.706	-0.275	Littler et al., 2014 (MARUM)
168.150	58075.784	3.711	-0.269	Littler et al., 2014 (MARUM)
168.180	58080.324	3.683	-0.343	Littler et al., 2014 (MARUM)
168.210	58084.865	3.620	-0.366	Littler et al., 2014 (MARUM)
168.240	58089.405	3.675	-0.301	Littler et al., 2014 (MARUM)
168.270	58093.946	3.589	-0.298	Littler et al., 2014 (MARUM)
168.300	58098.486	3.570	-0.316	Littler et al., 2014 (MARUM)
168.330	58103.027	3.486	-0.401	Littler et al., 2014 (MARUM)
168.360	58107.568	3.457	-0.349	Littler et al., 2014 (MARUM)
168.390	58112.108	3.456	-0.355	Littler et al., 2014 (MARUM)
168.420	58116.649	3.426	-0.465	Littler et al., 2014 (MARUM)
168.450	58121.189	3.390	-0.580	Littler et al., 2014 (MARUM)
168.480	58125.730	3.402	-0.434	Littler et al., 2014 (MARUM)
168.510	58130.270	3.410	-0.507	Littler et al., 2014 (MARUM)
168.540	58134.811	3.335	-0.511	Littler et al., 2014 (MARUM)
168.570	58139.351	3.346	-0.640	Littler et al., 2014 (MARUM)
168.600	58143.892	3.344	-0.637	Littler et al., 2014 (MARUM)
168.630	58148.432	3.405	-0.591	Littler et al., 2014 (MARUM)
168.660	58152.973	3.442	-0.505	Littler et al., 2014 (MARUM)
168.690	58157.325	3.514	-0.580	Littler et al., 2014 (MARUM)
168.720	58161.300	3.573	-0.638	Littler et al., 2014 (MARUM)
168.750	58165.275	3.606	-0.489	Littler et al., 2014 (MARUM)
168.780	58169.250	3.641	-0.581	Littler et al., 2014 (MARUM)
168.810	58173.225	3.682	-0.564	Littler et al., 2014 (MARUM)
168.840	58177.200	3.761	-0.511	Littler et al., 2014 (MARUM)
168.870	58181.175	3.784	-0.427	Littler et al., 2014 (MARUM)
168.900	58185.150	3.789	-0.494	Littler et al., 2014 (MARUM)
168.930	58189.125	3.861	-0.374	Littler et al., 2014 (MARUM)
168.960	58193.100	3.846	-0.335	Littler et al., 2014 (MARUM)
168.990	58197.075	3.826	-0.309	Littler et al., 2014 (MARUM)
169.050	58205.025	3.774	-0.458	Littler et al., 2014 (MARUM)
169.080	58209.000	3.750	-0.331	Littler et al., 2014 (MARUM)
169.110	58212.975	3.640	-0.359	Littler et al., 2014 (MARUM)
169.140	58216.950	3.738	-0.326	Littler et al., 2014 (MARUM)
169.170	58220.925	3.696	-0.359	Littler et al., 2014 (MARUM)
169.200	58224.900	3.703	-0.320	Littler et al., 2014 (MARUM)
169.230	58228.875	3.558	-0.383	Littler et al., 2014 (MARUM)
169.260	58232.850	3.666	-0.422	Littler et al., 2014 (MARUM)
169.290	58236.825	3.685	-0.281	Littler et al., 2014 (MARUM)
169.380	58248.750	3.656	-0.297	Littler et al., 2014 (MARUM)
169.410	58252.725	3.604	-0.393	Littler et al., 2014 (MARUM)
169.440	58256.700	3.560	-0.329	Littler et al., 2014 (MARUM)
169.470	58260.675	3.531	-0.367	Littler et al., 2014 (MARUM)
169.500	58264.794	3.561	-0.375	Littler et al., 2014 (MARUM)
169.530	58268.985	3.461	-0.324	Littler et al., 2014 (MARUM)
169.560	58273.176	3.616	-0.305	Littler et al., 2014 (MARUM)
169.590	58277.367	3.667	-0.331	Littler et al., 2014 (MARUM)
169.620	58281.558	3.658	-0.351	Littler et al., 2014 (MARUM)
169.650	58285.749	3.743	-0.334	Littler et al., 2014 (MARUM)
169.680	58289.940	3.697	-0.331	Littler et al., 2014 (MARUM)
169.710	58294.131	3.706	-0.335	Littler et al., 2014 (MARUM)
169.740	58298.322	3.735	-0.238	Littler et al., 2014 (MARUM)
169.770	58302.513	3.766	-0.285	Littler et al., 2014 (MARUM)
169.800	58306.704	3.762	-0.309	Littler et al., 2014 (MARUM)
169.830	58310.894	3.762	-0.300	Littler et al., 2014 (MARUM)
169.860	58315.085	3.744	-0.371	Littler et al., 2014 (MARUM)
169.890	58319.276	3.739	-0.360	Littler et al., 2014 (MARUM)
169.920	58323.467	3.736	-0.403	Littler et al., 2014 (MARUM)
169.950	58327.658	3.720	-0.308	Littler et al., 2014 (MARUM)
169.980	58331.849	3.691	-0.403	Littler et al., 2014 (MARUM)
170.010	58336.040	3.624	-0.390	Littler et al., 2014 (MARUM)
170.040	58340.231	3.667	-0.463	Littler et al., 2014 (MARUM)
170.070	58344.422	3.745	-0.259	Littler et al., 2014 (MARUM)
170.100	58348.613	3.675	-0.361	Littler et al., 2014 (MARUM)
170.130	58352.804	3.743	-0.264	Littler et al., 2014 (MARUM)
170.160	58356.995	3.748	-0.248	Littler et al., 2014 (MARUM)
170.190	58361.186	3.740	-0.332	Littler et al., 2014 (MARUM)
170.220	58365.377	3.741	-0.275	Littler et al., 2014 (MARUM)
170.250	58369.568	3.755	-0.344	Littler et al., 2014 (MARUM)
170.280	58373.759	3.728	-0.268	Littler et al., 2014 (MARUM)
170.310	58377.950	3.746	-0.328	Littler et al., 2014 (MARUM)
170.340	58382.141	3.730	-0.340	Littler et al., 2014 (MARUM)
170.370	58386.332	3.692	-0.240	Littler et al., 2014 (MARUM)
170.400	58390.523	3.680	-0.305	Littler et al., 2014 (MARUM)
170.430	58394.714	3.719	-0.242	Littler et al., 2014 (MARUM)
170.460	58398.905	3.645	-0.256	Littler et al., 2014 (MARUM)
170.490	58403.095	3.603	-0.354	Littler et al., 2014 (MARUM)
170.520	58407.286	3.590	-0.330	Littler et al., 2014 (MARUM)
170.550	58411.477	3.551	-0.373	Littler et al., 2014 (MARUM)
170.580	58415.668	3.513	-0.365	Littler et al., 2014 (MARUM)
170.610	58419.859	3.511	-0.394	Littler et al., 2014 (MARUM)
170.640	58424.050	3.494	-0.354	Littler et al., 2014 (MARUM)
170.670	58428.241	3.447	-0.369	Littler et al., 2014 (MARUM)
170.700	58432.432	3.462	-0.329	Littler et al., 2014 (MARUM)
170.730	58436.623	3.456	-0.318	Littler et al., 2014 (MARUM)
170.760	58440.814	3.495	-0.315	Littler et al., 2014 (MARUM)
170.790	58445.005	3.420	-0.393	Littler et al., 2014 (MARUM)
170.820	58449.196	3.449	-0.429	Littler et al., 2014 (MARUM)
170.850	58453.387	3.456	-0.379	Littler et al., 2014 (MARUM)
170.880	58457.578	3.501	-0.354	Littler et al., 2014 (MARUM)
170.910	58461.769	3.498	-0.380	Littler et al., 2014 (MARUM)
170.940	58465.960	3.401	-0.338	Littler et al., 2014 (MARUM)
170.970	58470.151	3.475	-0.312	Littler et al., 2014 (MARUM)
171.000	58474.342	3.531	-0.340	Littler et al., 2014 (MARUM)
171.030	58478.533	3.507	-0.307	Littler et al., 2014 (MARUM)
171.060	58482.724	3.518	-0.352	Littler et al., 2014 (MARUM)
171.090	58486.915	3.530	-0.202	Littler et al., 2014 (MARUM)
171.120	58491.106	3.480	-0.349	Littler et al., 2014 (MARUM)
171.150	58495.296	3.484	-0.350	Littler et al., 2014 (MARUM)
171.180	58499.487	3.449	-0.303	Littler et al., 2014 (MARUM)
171.210	58503.678	3.431	-0.286	Littler et al., 2014 (MARUM)
171.240	58507.869	3.531	-0.299	Littler et al., 2014 (MARUM)
171.270	58512.060	3.379	-0.231	Littler et al., 2014 (MARUM)
171.300	58516.251	3.398	-0.302	Littler et al., 2014 (MARUM)
171.330	58520.442	3.417	-0.243	Littler et al., 2014 (MARUM)
171.360	58524.633	3.353	-0.266	Littler et al., 2014 (MARUM)
171.390	58528.824	3.316	-0.299	Littler et al., 2014 (MARUM)
171.420	58533.015	3.275	-0.297	Littler et al., 2014 (MARUM)
171.450	58537.206	3.319	-0.224	Littler et al., 2014 (MARUM)
171.480	58542.167	3.300	-0.273	Littler et al., 2014 (MARUM)
171.540	58555.167	3.431	-0.254	Littler et al., 2014 (MARUM)
171.570	58561.667	3.433	-0.338	Littler et al., 2014 (MARUM)
171.600	58568.167	3.448	-0.320	Littler et al., 2014 (MARUM)
171.660	58581.167	3.477	-0.198	Littler et al., 2014 (MARUM)
171.720	58594.167	3.481	-0.333	Littler et al., 2014 (MARUM)
171.750	58600.667	3.476	-0.229	Littler et al., 2014 (MARUM)
171.780	58607.167	3.403	-0.355	Littler et al., 2014 (MARUM)
171.810	58613.667	3.441	-0.394	Littler et al., 2014 (MARUM)
171.840	58620.167	3.411	-0.335	Littler et al., 2014 (MARUM)
171.870	58626.667	3.397	-0.307	Littler et al., 2014 (MARUM)
171.900	58633.167	3.433	-0.305	Littler et al., 2014 (MARUM)
171.930	58639.667	3.447	-0.297	Littler et al., 2014 (MARUM)
171.960	58645.533	3.441	-0.320	Littler et al., 2014 (MARUM)
171.990	58650.133	3.463	-0.396	Littler et al., 2014 (MARUM)
172.020	58654.733	3.450	-0.247	Littler et al., 2014 (MARUM)
172.050	58659.333	3.429	-0.363	Littler et al., 2014 (MARUM)
172.080	58663.933	3.427	-0.280	Littler et al., 2014 (MARUM)
172.110	58668.533	3.533	-0.232	Littler et al., 2014 (MARUM)
172.140	58673.133	3.513	-0.192	Littler et al., 2014 (MARUM)
172.170	58677.733	3.565	-0.159	Littler et al., 2014 (MARUM)
172.200	58682.333	3.581	-0.216	Littler et al., 2014 (MARUM)
172.230	58686.933	3.540	-0.237	Littler et al., 2014 (MARUM)
172.260	58691.533	3.565	-0.134	Littler et al., 2014 (MARUM)
172.290	58696.133	3.531	-0.211	Littler et al., 2014 (MARUM)
172.320	58700.733	3.583	-0.152	Littler et al., 2014 (MARUM)
172.380	58709.933	3.567	-0.169	Littler et al., 2014 (MARUM)
172.410	58714.533	3.545	-0.253	Littler et al., 2014 (MARUM)
172.440	58719.133	3.527	-0.215	Littler et al., 2014 (MARUM)
172.470	58723.733	3.514	-0.239	Littler et al., 2014 (MARUM)
172.520	58731.400	3.529	-0.208	Littler et al., 2014 (MARUM)
172.550	58736.000	3.511	-0.232	Littler et al., 2014 (MARUM)
172.580	58740.600	3.516	-0.274	Littler et al., 2014 (MARUM)
172.610	58745.200	3.547	-0.225	Littler et al., 2014 (MARUM)
172.640	58749.800	3.549	-0.183	Littler et al., 2014 (MARUM)
172.670	58754.400	3.562	-0.145	Littler et al., 2014 (MARUM)
172.700	58759.000	3.551	-0.177	Littler et al., 2014 (MARUM)
172.730	58763.600	3.546	-0.097	Littler et al., 2014 (MARUM)
172.760	58768.200	3.520	-0.114	Littler et al., 2014 (MARUM)
172.790	58772.800	3.511	-0.114	Littler et al., 2014 (MARUM)
172.820	58777.400	3.461	-0.073	Littler et al., 2014 (MARUM)
172.850	58782.000	3.502	-0.109	Littler et al., 2014 (MARUM)
172.880	58786.600	3.433	-0.106	Littler et al., 2014 (MARUM)
172.910	58791.200	3.390	-0.148	Littler et al., 2014 (MARUM)
172.940	58795.800	3.404	-0.212	Littler et al., 2014 (MARUM)
172.970	58800.400	3.339	-0.182	Littler et al., 2014 (MARUM)
173.000	58805.000	3.392	-0.167	Littler et al., 2014 (MARUM)
173.030	58809.600	3.320	-0.247	Littler et al., 2014 (MARUM)
173.060	58814.200	3.374	-0.158	Littler et al., 2014 (MARUM)
173.090	58818.800	3.319	-0.209	Littler et al., 2014 (MARUM)
173.120	58823.400	3.349	-0.217	Littler et al., 2014 (MARUM)
173.150	58828.000	3.367	-0.135	Littler et al., 2014 (MARUM)
173.180	58834.478	3.450	-0.138	Littler et al., 2014 (MARUM)
173.270	58853.913	3.423	-0.139	Littler et al., 2014 (MARUM)
173.300	58860.391	3.417	-0.022	Littler et al., 2014 (MARUM)
173.330	58866.870	3.441	-0.091	Littler et al., 2014 (MARUM)
173.340	58869.029	3.322	-0.053	Littler et al., 2014 (MARUM)
173.370	58875.507	3.420	0.078	Littler et al., 2014 (MARUM)
173.400	58881.986	3.165	-0.110	Littler et al., 2014 (MARUM)
173.430	58888.464	3.147	-0.074	Littler et al., 2014 (MARUM)
173.460	58894.942	3.068	-0.208	Littler et al., 2014 (MARUM)
173.490	58901.420	3.165	-0.136	Littler et al., 2014 (MARUM)
173.520	58907.899	3.186	-0.075	Littler et al., 2014 (MARUM)
173.550	58914.377	3.145	-0.042	Littler et al., 2014 (MARUM)
173.580	58920.855	3.291	-0.165	Littler et al., 2014 (MARUM)
173.610	58927.333	3.232	-0.248	Littler et al., 2014 (MARUM)
173.640	58933.812	3.485	-0.125	Littler et al., 2014 (MARUM)
173.670	58940.290	3.382	-0.217	Littler et al., 2014 (MARUM)
173.700	58946.768	3.501	-0.067	Littler et al., 2014 (MARUM)
173.730	58953.246	3.332	-0.242	Littler et al., 2014 (MARUM)
173.760	58959.725	3.376	-0.154	Littler et al., 2014 (MARUM)
173.780	58964.043	3.381	-0.097	Littler et al., 2014 (MARUM)
173.810	58970.522	3.301	-0.183	Littler et al., 2014 (MARUM)
173.840	58977.000	3.369	-0.069	Littler et al., 2014 (MARUM)
173.870	58983.478	3.199	-0.149	Littler et al., 2014 (MARUM)
173.900	58989.957	3.230	-0.003	Littler et al., 2014 (MARUM)
173.970	59005.072	3.185	-0.241	Littler et al., 2014 (MARUM)
174.000	59011.551	3.218	-0.287	Littler et al., 2014 (MARUM)
174.030	59018.029	3.176	-0.178	Littler et al., 2014 (MARUM)
174.060	59024.507	3.147	-0.213	Littler et al., 2014 (MARUM)
174.090	59030.986	3.205	-0.206	Littler et al., 2014 (MARUM)
174.120	59037.464	3.230	-0.185	Littler et al., 2014 (MARUM)
174.150	59043.942	3.215	-0.183	Littler et al., 2014 (MARUM)
174.180	59050.420	3.134	-0.118	Littler et al., 2014 (MARUM)
174.210	59056.899	3.150	-0.170	Littler et al., 2014 (MARUM)
174.240	59063.377	3.168	-0.061	Littler et al., 2014 (MARUM)
174.270	59069.855	3.119	-0.153	Littler et al., 2014 (MARUM)
